station_id,timestamp,real_power_mw,reactive_power_mvar
SUB_001,2024-01-01,89.78598803803105,53.618824372589025
SUB_001,2024-01-02,89.63985704833044,49.80196299603099
SUB_001,2024-01-03,90.06954594264158,45.37001211759239
SUB_001,2024-01-04,91.93410111696919,50.617765571059046
SUB_001,2024-01-05,89.87230769314942,48.49741683481131
SUB_001,2024-01-06,91.95470614609887,52.2150671351093
SUB_001,2024-01-07,91.17033014444439,50.30130065646444
SUB_001,2024-01-08,90.22375191011956,53.731537099495476
SUB_001,2024-01-09,91.5365750645427,48.96303571268472
SUB_001,2024-01-10,91.70476148188807,46.67878190129337
SUB_001,2024-01-11,91.9863914628818,51.67576833891153
SUB_001,2024-01-12,91.38470161483382,49.8950951489382
SUB_001,2024-01-13,93.07453975595202,50.2139865905182
SUB_001,2024-01-14,92.26897786258299,44.75423326035036
SUB_001,2024-01-15,93.03049018468614,52.144945231628235
SUB_001,2024-01-16,92.97273117176711,49.08187692972269
SUB_001,2024-01-17,93.48076074461703,51.968757307326484
SUB_001,2024-01-18,92.67573985998952,48.93890764851193
SUB_001,2024-01-19,94.2042297507913,51.87143425718529
SUB_001,2024-01-20,93.79517139844336,50.64811723556832
SUB_001,2024-01-21,92.46027505647875,51.82763737225113
SUB_001,2024-01-22,94.69610084903069,50.73224212490945
SUB_001,2024-01-23,93.3664403723735,51.524717998748805
SUB_001,2024-01-24,94.31451915029481,56.3894930568934
SUB_001,2024-01-25,95.53464327274132,53.644545580502005
SUB_001,2024-01-26,94.01417329764506,50.85343042351648
SUB_001,2024-01-27,95.21474325514014,50.74545802822697
SUB_001,2024-01-28,94.01712078608328,55.100990921538994
SUB_001,2024-01-29,93.95599226555458,51.80972401168146
SUB_001,2024-01-30,95.57063248172928,47.356555216889355
SUB_001,2024-01-31,93.20327487499425,51.280345896965976
SUB_001,2024-02-01,95.36449855729786,51.555353557726455
SUB_001,2024-02-02,94.99119740128536,54.97558778368384
SUB_001,2024-02-03,95.08049117455981,52.77528783001781
SUB_001,2024-02-04,96.58854688165603,55.305407108564026
SUB_001,2024-02-05,95.85813859832939,50.93760865273935
SUB_001,2024-02-06,96.74811510395561,53.07254180933041
SUB_001,2024-02-07,94.18502375904158,51.691643571622116
SUB_001,2024-02-08,94.57526671587952,55.25310758397052
SUB_001,2024-02-09,97.23972457662666,54.676040461852246
SUB_001,2024-02-10,97.68956675376167,49.95290963532739
SUB_001,2024-02-11,95.35122234999669,53.949353292898074
SUB_001,2024-02-12,97.51579495059805,55.6842290629155
SUB_001,2024-02-13,96.1028755232814,50.43518035952511
SUB_001,2024-02-14,96.05529356067046,53.45346045224324
SUB_001,2024-02-15,98.04876389760913,53.803268718216394
SUB_001,2024-02-16,97.46627612107373,55.20775360710824
SUB_001,2024-02-17,97.9944064887142,54.943332015910435
SUB_001,2024-02-18,97.63960076477501,53.46866980464805
SUB_001,2024-02-19,97.29363605831833,55.7404522953901
SUB_001,2024-02-20,97.16325952981754,52.83718326691161
SUB_001,2024-02-21,98.56467907510178,55.978052099829085
SUB_001,2024-02-22,98.10384119203047,57.028165585825654
SUB_001,2024-02-23,101.00263917993027,56.64047602970274
SUB_001,2024-02-24,100.84669938922053,52.35791280390895
SUB_001,2024-02-25,99.59156010713671,53.28790477050288
SUB_001,2024-02-26,97.18344062158054,55.791041684152304
SUB_001,2024-02-27,98.59234223353856,56.404278925552774
SUB_001,2024-02-28,99.77925528050095,52.31538792271724
SUB_001,2024-02-29,100.0916446515031,53.13396890347092
SUB_001,2024-03-01,99.42516946884676,55.7689003815382
SUB_001,2024-03-02,100.95501081869607,54.96977845721921
SUB_001,2024-03-03,99.09199500225515,54.664845181322086
SUB_001,2024-03-04,99.56778536817599,52.22815471696444
SUB_001,2024-03-05,99.17227695417756,56.241331800421335
SUB_001,2024-03-06,99.31558368479422,56.07413426322079
SUB_001,2024-03-07,101.29704262123688,60.10262895531295
SUB_001,2024-03-08,100.10259763730933,56.19635137239788
SUB_001,2024-03-09,102.46616899536086,58.05930154540914
SUB_001,2024-03-10,100.57604318794456,54.90002993039462
SUB_001,2024-03-11,101.72597840526562,55.65828547934888
SUB_001,2024-03-12,100.74697993331756,53.58711684842378
SUB_001,2024-03-13,102.01502126431238,55.46747386083225
SUB_001,2024-03-14,102.34324691767809,57.848057733216514
SUB_001,2024-03-15,104.31955852855589,60.21577109032262
SUB_001,2024-03-16,102.38786859271853,54.97022740427008
SUB_001,2024-03-17,101.51209257194499,57.89533039432124
SUB_001,2024-03-18,102.06566330124116,55.8905088918138
SUB_001,2024-03-19,102.28389724510133,55.57318254472916
SUB_001,2024-03-20,103.1279200473946,57.12524941811961
SUB_001,2024-03-21,102.28555484024686,56.55877644252982
SUB_001,2024-03-22,101.2092131258906,59.09259204928577
SUB_001,2024-03-23,101.81398840006455,55.89163166103154
SUB_001,2024-03-24,103.97187050464267,57.46980717709199
SUB_001,2024-03-25,104.57568666621209,56.87705739890273
