station_id,timestamp,real_power_mw,reactive_power_mvar
SUB_001,2024-01-07,90.6324051613807,50.06033566909379
SUB_001,2024-01-14,91.73995702182872,49.416062578884556
SUB_001,2024-01-21,93.23134259525331,50.92595371174201
SUB_001,2024-01-28,94.4511058547584,52.71298259061944
SUB_001,2024-02-04,94.9649476624396,52.15118020078985
SUB_001,2024-02-11,95.94957969394159,52.79045785824859
SUB_001,2024-02-18,97.26043018667457,53.85655628865243
SUB_001,2024-02-25,98.93804493307938,54.83859240743872
SUB_001,2024-03-03,99.30269401098873,54.72117163656753
SUB_001,2024-03-10,100.3567854927142,56.257418940588735
SUB_001,2024-03-17,102.15010660197045,56.52032325867648
SUB_001,2024-03-24,102.39401535208312,56.800249740657385
SUB_001,2024-03-31,103.33074591735878,57.28628593592827
SUB_001,2024-04-07,103.96847955706396,56.66547261451201
SUB_001,2024-04-14,104.77815148737706,57.211360116800066
SUB_001,2024-04-21,107.06741832788877,58.3867758340581
SUB_001,2024-04-28,106.93483191073736,58.830191831121404
SUB_001,2024-05-05,107.53866609116987,57.25030128957116
SUB_001,2024-05-12,108.58856566703255,59.50627725948529
SUB_001,2024-05-19,108.34735363439006,58.20510632475331
SUB_001,2024-05-26,109.17625013404289,59.12516313012338
SUB_001,2024-06-02,109.77861733798161,59.976058192509655
SUB_001,2024-06-09,109.94450179075345,59.38583310612959
SUB_001,2024-06-16,110.46742126613567,61.15391097030691
SUB_001,2024-06-23,110.8521537065997,60.20087944546132
SUB_001,2024-06-30,110.72791472748956,60.605986715968704
SUB_002,2024-01-07,136.3665051087839,75.14483033410363
SUB_002,2024-01-14,137.9882670101977,76.67059321540243
SUB_002,2024-01-21,140.4209288371956,74.55017142380329
SUB_002,2024-01-28,142.16537539119588,79.76911603487304
SUB_002,2024-02-04,143.01339631630793,78.55531616823339
SUB_002,2024-02-11,144.9117337225264,78.75582030775438
SUB_002,2024-02-18,146.87778336163478,79.78883714042018
SUB_002,2024-02-25,147.63028520259346,80.7200204744793
SUB_002,2024-03-03,148.64949086574237,79.38399404089387
SUB_002,2024-03-10,152.45972047796727,83.50898875990853
SUB_002,2024-03-17,152.58628559633777,82.79404142066235
SUB_002,2024-03-24,154.31582628441183,84.83327858108053
SUB_002,2024-03-31,155.77701949011902,87.92269450986656
SUB_002,2024-04-07,156.39379710399388,86.40139736686596
SUB_002,2024-04-14,159.29699495720928,88.58993093952726
SUB_002,2024-04-21,160.6791503288056,92.15026132618522
SUB_002,2024-04-28,160.74786145914663,88.102612772828
SUB_002,2024-05-05,161.43530579959858,87.2403981638995
SUB_002,2024-05-12,161.31367010796282,86.32312733098328
SUB_002,2024-05-19,164.2709887333048,90.14161458658396
SUB_002,2024-05-26,164.69875765616703,90.29774477160235
SUB_002,2024-06-02,164.29260293401995,93.25706441925367
SUB_002,2024-06-09,165.81168093412856,91.9010639583617
SUB_002,2024-06-16,166.1545840465607,91.09563002835674
SUB_002,2024-06-23,165.31649711075153,90.6220604584719
SUB_002,2024-06-30,166.0267005941223,92.74156603907643
SUB_003,2024-01-07,68.28224432471491,37.66584306715806
SUB_003,2024-01-14,68.68479103147382,38.15351946511718
SUB_003,2024-01-21,70.41000943792194,39.150043481872196
SUB_003,2024-01-28,70.74326625823196,38.99350018590284
SUB_003,2024-02-04,71.76975094009809,39.04839295601816
SUB_003,2024-02-11,71.99263756174408,39.749520759006515
SUB_003,2024-02-18,73.34757518647211,40.400868042175226
SUB_003,2024-02-25,74.21057611493637,39.59129018456336
SUB_003,2024-03-03,74.86433630012573,41.49132158760513
SUB_003,2024-03-10,74.92655380230384,40.638107246608854
SUB_003,2024-03-17,77.10413145687048,42.675421651122335
SUB_003,2024-03-24,77.01746352476668,43.305986149164205
SUB_003,2024-03-31,77.47031425189124,43.2586148140269
SUB_003,2024-04-07,78.76745977259729,44.35068767955075
SUB_003,2024-04-14,78.69500715493196,43.17186716051199
SUB_003,2024-04-21,79.61686954607625,44.26417209460302
SUB_003,2024-04-28,80.16902214122717,45.85386578531164
SUB_003,2024-05-05,80.91092042675751,44.45359430553166
SUB_003,2024-05-12,81.4587483648919,45.508229486017854
SUB_003,2024-05-19,81.90394296155483,45.09974198486542
SUB_003,2024-05-26,82.03954365495643,45.46374603963731
SUB_003,2024-06-02,81.83290522513087,45.45866512510564
SUB_003,2024-06-09,81.7505383023842,46.103065123974964
SUB_003,2024-06-16,82.56565237565835,45.13354213424198
SUB_003,2024-06-23,83.48721906683544,45.196114259125416
SUB_003,2024-06-30,82.87209149276798,46.29302419135052
